日期,證券代號,證券名稱,序號,券商,價格,買進股數,賣出股數
2002/03/11,3034,novatek,1051,601d?,426.00,0,1000
2002/03/11,3034,novatek,1052,601d?,427.00,0,1000
2002/03/11,3034,novatek,1053,601d?,429.00,0,3055
2002/03/11,3034,novatek,1054,6110,422.50,0,1000
2002/03/11,3034,novatek,1055,6110,424.50,0,1000
2002/03/11,3034,novatek,1056,6110,429.00,0,200
2002/03/11,3034,novatek,1057,6110,430.00,0,1000
2002/03/11,3034,novatek,1058,6110,430.50,0,1000
2002/03/11,3034,novatek,1059,6114,429.00,0,210
2002/03/11,3034,novatek,1060,6114,431.00,0,1000
2002/03/11,3034,novatek,1061,6114,431.50,0,1000
2002/03/11,3034,novatek,1062,6115,422.00,1000,1000
2002/03/11,3034,novatek,1063,6115,426.50,1000,0
2002/03/11,3034,novatek,1064,6115,430.00,0,1000
2002/03/11,3034,novatek,1065,611A,425.00,0,1000
2002/03/11,3034,novatek,1066,611A,427.00,0,1000
2002/03/11,3034,novatek,1067,611A,427.50,1000,0
2002/03/11,3034,novatek,1068,611A,428.00,0,2000
2002/03/11,3034,novatek,1069,611A,430.00,0,1025
2002/03/11,3034,novatek,1070,611A,430.50,0,1000
2002/03/11,3034,novatek,1071,611A,431.00,0,2000
2002/03/11,3034,novatek,1072,611A,431.50,0,3000
2002/03/11,3034,novatek,1073,6160,420.50,1000,0
2002/03/11,3034,novatek,1074,6160,421.00,10000,0
2002/03/11,3034,novatek,1075,6160,422.00,5000,3000
2002/03/11,3034,novatek,1076,6160,423.00,0,1000
2002/03/11,3034,novatek,1077,6160,425.00,10,1100
2002/03/11,3034,novatek,1078,6160,426.50,2000,0
2002/03/11,3034,novatek,1079,6160,427.00,0,1000
2002/03/11,3034,novatek,1080,6160,427.50,0,500
2002/03/11,3034,novatek,1081,6160,428.00,20,0
2002/03/11,3034,novatek,1082,6160,428.50,0,100
2002/03/11,3034,novatek,1083,6160,429.00,5,2300
2002/03/11,3034,novatek,1084,6160,429.50,0,4814
2002/03/11,3034,novatek,1085,6160,430.00,0,1102
2002/03/11,3034,novatek,1086,6160,430.50,1000,6000
2002/03/11,3034,novatek,1087,6160,431.00,0,1000
2002/03/11,3034,novatek,1088,6160,431.50,0,4000
2002/03/11,3034,novatek,1089,6161,429.50,0,20
2002/03/11,3034,novatek,1090,6161,431.00,3000,0
2002/03/11,3034,novatek,1091,6162,428.50,0,100
2002/03/11,3034,novatek,1092,6162,429.50,1000,100
2002/03/11,3034,novatek,1093,6162,431.00,0,1000
2002/03/11,3034,novatek,1094,6162,431.50,0,1000
2002/03/11,3034,novatek,1095,6163,422.00,0,1000
2002/03/11,3034,novatek,1096,6163,428.00,0,310
2002/03/11,3034,novatek,1097,6163,429.00,0,4190
2002/03/11,3034,novatek,1098,6163,431.00,1000,0
2002/03/11,3034,novatek,1099,6163,431.50,2000,1000
2002/03/11,3034,novatek,1100,6164,422.50,0,3000
2002/03/11,3034,novatek,1101,6164,426.00,1000,0
2002/03/11,3034,novatek,1102,6164,428.50,0,1000
2002/03/11,3034,novatek,1103,6164,429.00,0,1000
2002/03/11,3034,novatek,1104,6164,429.50,0,200
2002/03/11,3034,novatek,1105,6165,425.00,4000,0
2002/03/11,3034,novatek,1106,6165,428.50,0,3000
2002/03/11,3034,novatek,1107,6165,429.50,0,2000
2002/03/11,3034,novatek,1108,6165,431.50,0,2000
2002/03/11,3034,novatek,1109,6167,430.00,0,2000
2002/03/11,3034,novatek,1110,6168,430.00,79,0
2002/03/11,3034,novatek,1111,616A,427.00,1000,0
2002/03/11,3034,novatek,1112,616A,429.00,0,100
2002/03/11,3034,novatek,1113,616A,429.50,0,330
2002/03/11,3034,novatek,1114,616A,431.50,0,1000
2002/03/11,3034,novatek,1115,616K,425.00,1000,0
2002/03/11,3034,novatek,1116,616K,426.00,15,0
2002/03/11,3034,novatek,1117,616K,426.50,15,0
2002/03/11,3034,novatek,1118,616K,429.00,0,2000
2002/03/11,3034,novatek,1119,616K,429.50,0,20
2002/03/11,3034,novatek,1120,616K,431.00,0,1000
2002/03/11,3034,novatek,1121,616K,431.50,0,2000
2002/03/11,3034,novatek,1122,6210,422.00,0,1000
2002/03/11,3034,novatek,1123,6210,425.00,0,1000
2002/03/11,3034,novatek,1124,6210,427.00,0,1000
2002/03/11,3034,novatek,1125,6210,427.50,0,20
2002/03/11,3034,novatek,1126,6210,428.50,0,1000
2002/03/11,3034,novatek,1127,6210,429.50,1000,0
2002/03/11,3034,novatek,1128,6210,430.50,0,1000
2002/03/11,3034,novatek,1129,6210,431.50,1000,0
2002/03/11,3034,novatek,1130,6380,430.00,0,2000
2002/03/11,3034,novatek,1131,6380,431.00,0,3000
2002/03/11,3034,novatek,1132,6381,429.00,0,2
2002/03/11,3034,novatek,1133,6381,430.00,0,1000
2002/03/11,3034,novatek,1134,6382,427.00,0,1000
2002/03/11,3034,novatek,1135,6382,431.50,0,1000
2002/03/11,3034,novatek,1136,6385,428.50,0,2050
2002/03/11,3034,novatek,1137,6385,429.00,0,12000
2002/03/11,3034,novatek,1138,6385,429.50,0,1002
2002/03/11,3034,novatek,1139,638A,425.00,1000,0
2002/03/11,3034,novatek,1140,638A,429.00,0,1000
2002/03/11,3034,novatek,1141,638A,431.00,0,5000
2002/03/11,3034,novatek,1142,638D,429.50,0,1000
2002/03/11,3034,novatek,1143,6450,421.00,1000,0
2002/03/11,3034,novatek,1144,6450,429.50,0,3000
2002/03/11,3034,novatek,1145,6450,430.00,0,1000
2002/03/11,3034,novatek,1146,6451,426.50,0,1000
2002/03/11,3034,novatek,1147,6451,430.00,1000,0
2002/03/11,3034,novatek,1148,6451,431.50,0,1000
2002/03/11,3034,novatek,1149,6460,427.00,1000,0
2002/03/11,3034,novatek,1150,6460,427.50,5000,0
2002/03/11,3034,novatek,1151,6460,428.00,0,6050
2002/03/11,3034,novatek,1152,6460,429.00,1000,0
2002/03/11,3034,novatek,1153,6460,430.00,0,1000
2002/03/11,3034,novatek,1154,6460,430.50,0,1000
2002/03/11,3034,novatek,1155,6461,420.00,0,1000
2002/03/11,3034,novatek,1156,6461,421.50,1000,0
2002/03/11,3034,novatek,1157,6461,422.50,0,1000
2002/03/11,3034,novatek,1158,6461,423.00,0,1000
2002/03/11,3034,novatek,1159,6461,426.50,0,1000
2002/03/11,3034,novatek,1160,6461,427.00,1000,0
2002/03/11,3034,novatek,1161,6461,429.00,0,1000
2002/03/11,3034,novatek,1162,6462,428.50,0,15
2002/03/11,3034,novatek,1163,6463,428.00,0,39
2002/03/11,3034,novatek,1164,6464,425.50,0,1020
2002/03/11,3034,novatek,1165,6464,426.00,0,2000
2002/03/11,3034,novatek,1166,6464,427.00,1000,0
2002/03/11,3034,novatek,1167,6464,427.50,500,0
2002/03/11,3034,novatek,1168,6464,428.50,1000,2000
2002/03/11,3034,novatek,1169,6464,429.00,0,1000
2002/03/11,3034,novatek,1170,6464,429.50,0,1050
2002/03/11,3034,novatek,1171,6464,430.00,1000,1020
2002/03/11,3034,novatek,1172,6464,430.50,0,1000
2002/03/11,3034,novatek,1173,6464,431.50,0,1000
2002/03/11,3034,novatek,1174,6465,426.00,0,14
2002/03/11,3034,novatek,1175,6465,427.00,0,35
2002/03/11,3034,novatek,1176,6465,428.00,0,50
2002/03/11,3034,novatek,1177,6465,428.50,0,1000
2002/03/11,3034,novatek,1178,6465,429.00,0,50
2002/03/11,3034,novatek,1179,6480,429.50,0,1000
2002/03/11,3034,novatek,1180,6620,429.50,0,1000
2002/03/11,3034,novatek,1181,6910,425.50,400,0
2002/03/11,3034,novatek,1182,6910,429.50,0,30
2002/03/11,3034,novatek,1183,6912,431.00,0,1000
2002/03/11,3034,novatek,1184,6913,429.00,0,300
2002/03/11,3034,novatek,1185,6913,431.50,0,1000
2002/03/11,3034,novatek,1186,6915,421.00,0,1000
2002/03/11,3034,novatek,1187,6915,429.00,0,1000
2002/03/11,3034,novatek,1188,6950,427.00,0,1000
2002/03/11,3034,novatek,1189,7000,428.50,1000,0
2002/03/11,3034,novatek,1190,7000,429.00,8000,0
2002/03/11,3034,novatek,1191,7000,429.50,11000,0
2002/03/11,3034,novatek,1192,7000,430.00,29000,0
2002/03/11,3034,novatek,1193,7000,430.50,20000,0
2002/03/11,3034,novatek,1194,7000,431.00,17000,0
2002/03/11,3034,novatek,1195,7000,431.50,2000,0
2002/03/11,3034,novatek,1196,7001,421.00,0,9000
2002/03/11,3034,novatek,1197,7001,421.50,0,1000
2002/03/11,3034,novatek,1198,7001,426.50,0,1000
2002/03/11,3034,novatek,1199,7001,429.00,0,1000
2002/03/11,3034,novatek,1200,7001,429.50,0,1000
2002/03/11,3034,novatek,1201,7003,426.00,30,0
2002/03/11,3034,novatek,1202,7003,429.00,0,2000
2002/03/11,3034,novatek,1203,7003,429.50,0,1000
2002/03/11,3034,novatek,1204,7003,430.00,0,3150
2002/03/11,3034,novatek,1205,7003,431.00,0,1000
2002/03/11,3034,novatek,1206,7005,422.00,0,1000
2002/03/11,3034,novatek,1207,7005,425.50,1000,0
2002/03/11,3034,novatek,1208,7005,428.50,0,1000
2002/03/11,3034,novatek,1209,7006,428.50,0,1000
2002/03/11,3034,novatek,1210,7006,431.50,1000,0
2002/03/11,3034,novatek,1211,7007,422.00,1000,0
2002/03/11,3034,novatek,1212,7007,426.00,0,1000
2002/03/11,3034,novatek,1213,7007,426.50,0,1000
2002/03/11,3034,novatek,1214,7007,427.50,0,1155
2002/03/11,3034,novatek,1215,7007,428.50,0,1295
2002/03/11,3034,novatek,1216,7007,429.00,0,300
2002/03/11,3034,novatek,1217,7007,431.00,0,1000
2002/03/11,3034,novatek,1218,7008,426.00,0,50
2002/03/11,3034,novatek,1219,7009,431.00,0,1000
2002/03/11,3034,novatek,1220,700a,422.00,0,1000
2002/03/11,3034,novatek,1221,700a,422.50,0,2000
2002/03/11,3034,novatek,1222,700a,423.00,0,1000
2002/03/11,3034,novatek,1223,700a,425.00,0,1000
2002/03/11,3034,novatek,1224,700a,426.50,0,1000
2002/03/11,3034,novatek,1225,700a,427.00,0,1000
2002/03/11,3034,novatek,1226,700a,427.50,0,1000
2002/03/11,3034,novatek,1227,700a,429.00,0,1000
2002/03/11,3034,novatek,1228,700a,429.50,0,1000
2002/03/11,3034,novatek,1229,700a,430.00,0,2000
2002/03/11,3034,novatek,1230,700a,431.50,0,4000
2002/03/11,3034,novatek,1231,700b,421.00,1000,0
2002/03/11,3034,novatek,1232,700b,430.00,0,150
2002/03/11,3034,novatek,1233,700b,431.50,0,1000
2002/03/11,3034,novatek,1234,700c,422.50,8000,0
2002/03/11,3034,novatek,1235,700c,426.50,0,8000
2002/03/11,3034,novatek,1236,700c,429.00,4000,2000
2002/03/11,3034,novatek,1237,700c,429.50,0,4000
2002/03/11,3034,novatek,1238,700c,432.00,0,3000
2002/03/11,3034,novatek,1239,700C,426.00,0,1030
2002/03/11,3034,novatek,1240,700C,429.00,0,30
2002/03/11,3034,novatek,1241,700C,429.50,0,2000
2002/03/11,3034,novatek,1242,700C,431.00,2000,1000
2002/03/11,3034,novatek,1243,700C,431.50,1000,2000
2002/03/11,3034,novatek,1244,700d,429.50,0,500
2002/03/11,3034,novatek,1245,700d,430.00,0,100
2002/03/11,3034,novatek,1246,700f,423.00,1000,0
2002/03/11,3034,novatek,1247,700f,427.50,2000,70
2002/03/11,3034,novatek,1248,700f,429.50,1000,0
2002/03/11,3034,novatek,1249,700f,430.00,0,1000
2002/03/11,3034,novatek,1250,700f,431.50,0,1000
2002/03/11,3034,novatek,1251,700G,429.50,100,0
2002/03/11,3034,novatek,1252,700G,430.50,0,2000
2002/03/11,3034,novatek,1253,700h,428.50,0,3000
2002/03/11,3034,novatek,1254,700h,429.00,0,2000
2002/03/11,3034,novatek,1255,700h,431.00,0,2000
2002/03/11,3034,novatek,1256,700H,422.00,1000,0
2002/03/11,3034,novatek,1257,700H,426.50,0,1000
2002/03/11,3034,novatek,1258,700H,428.00,0,1000
2002/03/11,3034,novatek,1259,700H,429.00,1000,1000
2002/03/11,3034,novatek,1260,700H,429.50,10000,0
2002/03/11,3034,novatek,1261,700H,431.50,2000,0
2002/03/11,3034,novatek,1262,700i,428.50,0,1000
2002/03/11,3034,novatek,1263,700I,426.50,1000,0
2002/03/11,3034,novatek,1264,700I,428.50,0,50
2002/03/11,3034,novatek,1265,700I,430.00,0,1000
2002/03/11,3034,novatek,1266,700I,430.50,0,2000
2002/03/11,3034,novatek,1267,700I,431.00,0,1000
2002/03/11,3034,novatek,1268,700I,431.50,0,2000
2002/03/11,3034,novatek,1269,700j,427.00,0,1000
2002/03/11,3034,novatek,1270,700j,430.00,30,0
2002/03/11,3034,novatek,1271,700J,426.00,0,2000
2002/03/11,3034,novatek,1272,700J,427.00,0,1000
2002/03/11,3034,novatek,1273,700J,429.00,0,100
2002/03/11,3034,novatek,1274,700k,429.50,0,1000
2002/03/11,3034,novatek,1275,700k,430.00,0,25
2002/03/11,3034,novatek,1276,700k,431.50,0,3000
2002/03/11,3034,novatek,1277,700K,426.00,0,200
2002/03/11,3034,novatek,1278,700K,428.00,0,20
2002/03/11,3034,novatek,1279,700K,428.50,0,1000
2002/03/11,3034,novatek,1280,700K,429.00,0,99
2002/03/11,3034,novatek,1281,700K,429.50,0,1
2002/03/11,3034,novatek,1282,700K,430.50,0,2000
2002/03/11,3034,novatek,1283,700K,431.00,0,1000
2002/03/11,3034,novatek,1284,700K,432.00,0,1000
2002/03/11,3034,novatek,1285,700L,424.50,0,1000
2002/03/11,3034,novatek,1286,700L,428.00,0,400
2002/03/11,3034,novatek,1287,700L,428.50,0,1000
2002/03/11,3034,novatek,1288,700L,429.00,0,2000
2002/03/11,3034,novatek,1289,700L,430.00,0,100
2002/03/11,3034,novatek,1290,700L,431.00,1000,0
2002/03/11,3034,novatek,1291,700M,426.00,0,50
2002/03/11,3034,novatek,1292,700M,429.50,0,5000
2002/03/11,3034,novatek,1293,700M,431.00,0,3000
2002/03/11,3034,novatek,1294,700p,422.00,0,1000
2002/03/11,3034,novatek,1295,700p,429.00,0,100
2002/03/11,3034,novatek,1296,700P,428.00,0,1000
2002/03/11,3034,novatek,1297,700P,431.50,0,1000
2002/03/11,3034,novatek,1298,700q,425.00,100,0
2002/03/11,3034,novatek,1299,700q,428.00,0,100
2002/03/11,3034,novatek,1300,700q,429.00,500,0
2002/03/11,3034,novatek,1301,700q,430.00,0,1000
2002/03/11,3034,novatek,1302,700q,431.00,0,1000
2002/03/11,3034,novatek,1303,700q,431.50,1000,0
2002/03/11,3034,novatek,1304,700r,428.00,0,2
2002/03/11,3034,novatek,1305,700r,428.50,0,40
2002/03/11,3034,novatek,1306,700r,429.00,0,1002
2002/03/11,3034,novatek,1307,700r,429.50,0,40
2002/03/11,3034,novatek,1308,700r,430.00,0,1000
2002/03/11,3034,novatek,1309,700r,430.50,0,1000
2002/03/11,3034,novatek,1310,700R,426.00,0,1000
2002/03/11,3034,novatek,1311,700R,429.00,1000,1000
2002/03/11,3034,novatek,1312,700s,425.50,0,10
2002/03/11,3034,novatek,1313,700s,426.00,0,10
2002/03/11,3034,novatek,1314,700s,426.50,0,1000
2002/03/11,3034,novatek,1315,700s,427.50,1000,0
2002/03/11,3034,novatek,1316,700s,428.00,1000,0
2002/03/11,3034,novatek,1317,700s,428.50,1000,0
2002/03/11,3034,novatek,1318,700s,429.50,0,40
2002/03/11,3034,novatek,1319,700s,430.00,1000,0
2002/03/11,3034,novatek,1320,700s,430.50,1000,0
2002/03/11,3034,novatek,1321,700s,431.50,0,2000
2002/03/11,3034,novatek,1322,700S,429.50,1000,0
2002/03/11,3034,novatek,1323,700S,431.50,0,1000
2002/03/11,3034,novatek,1324,700U,426.00,0,1000
2002/03/11,3034,novatek,1325,700U,429.50,50,0
2002/03/11,3034,novatek,1326,700V,423.00,0,1000
2002/03/11,3034,novatek,1327,700V,426.00,0,6
2002/03/11,3034,novatek,1328,700V,426.50,1000,0
2002/03/11,3034,novatek,1329,700V,428.50,0,2000
2002/03/11,3034,novatek,1330,700V,429.00,0,2080
2002/03/11,3034,novatek,1331,700V,430.00,0,1120
2002/03/11,3034,novatek,1332,700V,430.50,0,1000
2002/03/11,3034,novatek,1333,700V,431.00,0,2000
2002/03/11,3034,novatek,1334,700V,431.50,0,1000
2002/03/11,3034,novatek,1335,700w,431.50,1000,0
2002/03/11,3034,novatek,1336,700W,426.50,1000,0
2002/03/11,3034,novatek,1337,700W,428.00,0,2000
2002/03/11,3034,novatek,1338,700W,428.50,0,1000
2002/03/11,3034,novatek,1339,700W,429.50,0,1000
2002/03/11,3034,novatek,1340,700W,430.00,1000,0
2002/03/11,3034,novatek,1341,700X,431.50,0,1000
2002/03/11,3034,novatek,1342,700Z,422.00,0,1000
2002/03/11,3034,novatek,1343,700Z,426.50,0,1000
2002/03/11,3034,novatek,1344,700Z,428.00,0,1000
2002/03/11,3034,novatek,1345,700Z,429.00,0,5
2002/03/11,3034,novatek,1346,700Z,430.00,2000,20
2002/03/11,3034,novatek,1347,7030,426.50,1000,0
2002/03/11,3034,novatek,1348,7030,429.00,37,0
2002/03/11,3034,novatek,1349,7030,431.00,0,1000
2002/03/11,3034,novatek,1350,7032,422.00,0,1000
2002/03/11,3034,novatek,1351,7032,429.00,0,2050
2002/03/11,3034,novatek,1352,7032,429.50,0,50
2002/03/11,3034,novatek,1353,7032,430.00,0,1000
2002/03/11,3034,novatek,1354,7033,425.00,0,100
2002/03/11,3034,novatek,1355,7033,429.00,0,1000
2002/03/11,3034,novatek,1356,7034,428.00,0,1000
2002/03/11,3034,novatek,1357,7034,429.00,0,6
2002/03/11,3034,novatek,1358,7038,428.50,0,100
2002/03/11,3034,novatek,1359,7038,429.50,0,40
2002/03/11,3034,novatek,1360,703B,429.50,0,100
2002/03/11,3034,novatek,1361,7080,429.00,0,1000
2002/03/11,3034,novatek,1362,7750,428.00,0,1000
2002/03/11,3034,novatek,1363,7750,430.00,0,1000
2002/03/11,3034,novatek,1364,7750,431.00,0,1000
2002/03/11,3034,novatek,1365,7750,431.50,0,10000
2002/03/11,3034,novatek,1366,7790,422.00,25000,0
2002/03/11,3034,novatek,1367,7790,422.50,5000,0
2002/03/11,3034,novatek,1368,7790,425.00,1809,0
2002/03/11,3034,novatek,1369,7790,425.50,5000,0
2002/03/11,3034,novatek,1370,7790,426.00,10000,0
2002/03/11,3034,novatek,1371,7790,427.00,0,1000
2002/03/11,3034,novatek,1372,7790,427.50,5000,50
2002/03/11,3034,novatek,1373,7790,428.50,0,2000
2002/03/11,3034,novatek,1374,7790,429.00,0,1
2002/03/11,3034,novatek,1375,7790,430.00,0,7000
2002/03/11,3034,novatek,1376,7790,430.50,0,10000
2002/03/11,3034,novatek,1377,7790,431.50,0,25000
2002/03/11,3034,novatek,1378,7791,430.00,0,10000
2002/03/11,3034,novatek,1379,7792,429.00,0,1000
2002/03/11,3034,novatek,1380,7792,431.00,0,1000
2002/03/11,3034,novatek,1381,7795,428.50,0,1000
2002/03/11,3034,novatek,1382,7795,430.50,0,2000
2002/03/11,3034,novatek,1383,7795,431.50,1000,0
2002/03/11,3034,novatek,1384,7797,431.00,0,1000
2002/03/11,3034,novatek,1385,779c,420.50,1000,0
2002/03/11,3034,novatek,1386,779c,421.50,1000,0
2002/03/11,3034,novatek,1387,779c,422.00,3000,0
2002/03/11,3034,novatek,1388,779c,422.50,5000,0
2002/03/11,3034,novatek,1389,779c,425.50,10000,0
2002/03/11,3034,novatek,1390,779c,426.50,1000,0
2002/03/11,3034,novatek,1391,779c,428.00,6000,1
2002/03/11,3034,novatek,1392,779c,428.50,52000,0
2002/03/11,3034,novatek,1393,779c,429.00,91001,0
2002/03/11,3034,novatek,1394,779c,429.50,54000,0
2002/03/11,3034,novatek,1395,779c,430.00,124000,0
2002/03/11,3034,novatek,1396,779c,430.50,72000,1000
2002/03/11,3034,novatek,1397,779c,431.00,57000,0
2002/03/11,3034,novatek,1398,779c,431.50,31000,17000
2002/03/11,3034,novatek,1399,779D,428.00,50,10
2002/03/11,3034,novatek,1400,779D,429.00,0,1010
2002/03/11,3034,novatek,1401,779D,429.50,0,10
2002/03/11,3034,novatek,1402,779D,431.00,0,1000
2002/03/11,3034,novatek,1403,779D,431.50,0,1000
2002/03/11,3034,novatek,1404,779e,427.00,0,1000
2002/03/11,3034,novatek,1405,779E,422.00,0,2000
2002/03/11,3034,novatek,1406,779E,429.50,0,5000
2002/03/11,3034,novatek,1407,779H,431.50,0,1000
2002/03/11,3034,novatek,1408,779j,425.00,0,100
2002/03/11,3034,novatek,1409,779j,426.00,0,50
2002/03/11,3034,novatek,1410,779j,428.00,0,50
2002/03/11,3034,novatek,1411,779j,428.50,0,50
2002/03/11,3034,novatek,1412,779j,429.00,0,50
2002/03/11,3034,novatek,1413,779j,429.50,1000,0
2002/03/11,3034,novatek,1414,779J,423.00,0,1000
2002/03/11,3034,novatek,1415,779J,425.00,0,2
2002/03/11,3034,novatek,1416,779J,426.50,0,1000
2002/03/11,3034,novatek,1417,779m,426.00,0,2000
2002/03/11,3034,novatek,1418,779n,420.00,3000,0
2002/03/11,3034,novatek,1419,779n,420.50,0,1000
2002/03/11,3034,novatek,1420,779n,421.00,0,1000
2002/03/11,3034,novatek,1421,779n,422.00,1000,2000
2002/03/11,3034,novatek,1422,779n,422.50,0,2000
2002/03/11,3034,novatek,1423,779n,423.00,0,3000
2002/03/11,3034,novatek,1424,779n,423.50,0,1000
2002/03/11,3034,novatek,1425,779n,424.00,0,1000
2002/03/11,3034,novatek,1426,779n,424.50,0,1000
2002/03/11,3034,novatek,1427,779n,425.00,0,1000
2002/03/11,3034,novatek,1428,779n,425.50,0,1000
2002/03/11,3034,novatek,1429,779n,426.00,0,1000
2002/03/11,3034,novatek,1430,779n,426.50,0,1000
2002/03/11,3034,novatek,1431,779n,427.00,0,1000
2002/03/11,3034,novatek,1432,779n,427.50,0,2000
2002/03/11,3034,novatek,1433,779n,428.00,0,2000
2002/03/11,3034,novatek,1434,779n,428.50,0,2000
2002/03/11,3034,novatek,1435,779n,429.00,0,2000
2002/03/11,3034,novatek,1436,779n,429.50,0,2000
2002/03/11,3034,novatek,1437,779n,430.00,0,7000
2002/03/11,3034,novatek,1438,779n,430.50,0,4000
2002/03/11,3034,novatek,1439,779n,431.50,0,1000
2002/03/11,3034,novatek,1440,779P,425.00,0,3
2002/03/11,3034,novatek,1441,779P,429.50,10,0
2002/03/11,3034,novatek,1442,779P,431.50,0,3000
2002/03/11,3034,novatek,1443,779r,428.00,1000,1000
2002/03/11,3034,novatek,1444,779r,430.00,1000,1000
2002/03/11,3034,novatek,1445,779r,430.50,0,1000
2002/03/11,3034,novatek,1446,779r,431.50,1000,1000
2002/03/11,3034,novatek,1447,779u,424.50,0,1000
2002/03/11,3034,novatek,1448,779u,425.00,1000,0
2002/03/11,3034,novatek,1449,779u,428.00,0,1000
2002/03/11,3034,novatek,1450,779v,431.00,0,2000
2002/03/11,3034,novatek,1451,779V,423.00,0,1000
2002/03/11,3034,novatek,1452,779V,428.00,0,1000
2002/03/11,3034,novatek,1453,779V,429.00,0,105
2002/03/11,3034,novatek,1454,779V,429.50,0,1001
2002/03/11,3034,novatek,1455,779X,426.50,50,0
2002/03/11,3034,novatek,1456,779X,429.50,150,0
2002/03/11,3034,novatek,1457,779z,425.00,0,1000
2002/03/11,3034,novatek,1458,779z,428.00,0,2000
2002/03/11,3034,novatek,1459,779z,430.00,0,1000
2002/03/11,3034,novatek,1460,779z,431.50,0,2000
2002/03/11,3034,novatek,1461,779Z,426.50,0,1000
2002/03/11,3034,novatek,1462,779Z,428.50,0,100
2002/03/11,3034,novatek,1463,779Z,429.00,0,1000
2002/03/11,3034,novatek,1464,779Z,429.50,0,1200
2002/03/11,3034,novatek,1465,779Z,430.50,1000,0
2002/03/11,3034,novatek,1466,779Z,431.00,0,1000
2002/03/11,3034,novatek,1467,779Z,431.50,0,1000
2002/03/11,3034,novatek,1468,8150,421.50,1000,1000
2002/03/11,3034,novatek,1469,8150,422.00,1000,12000
2002/03/11,3034,novatek,1470,8150,422.50,0,12000
2002/03/11,3034,novatek,1471,8150,423.00,0,6000
2002/03/11,3034,novatek,1472,8150,423.50,0,1000
2002/03/11,3034,novatek,1473,8150,424.00,0,1000
2002/03/11,3034,novatek,1474,8150,424.50,0,1000
2002/03/11,3034,novatek,1475,8150,425.00,0,3150
2002/03/11,3034,novatek,1476,8150,425.50,600,1000
2002/03/11,3034,novatek,1477,8150,426.00,100,0
2002/03/11,3034,novatek,1478,8150,426.50,0,2000
2002/03/11,3034,novatek,1479,8150,427.00,0,2000
2002/03/11,3034,novatek,1480,8150,427.50,6000,1000
2002/03/11,3034,novatek,1481,8150,428.00,1185,2100
2002/03/11,3034,novatek,1482,8150,428.50,5145,2000
2002/03/11,3034,novatek,1483,8150,429.00,3050,7625
2002/03/11,3034,novatek,1484,8150,429.50,1041,1226
2002/03/11,3034,novatek,1485,8150,430.00,0,11020
2002/03/11,3034,novatek,1486,8150,430.50,0,8000
2002/03/11,3034,novatek,1487,8150,431.00,1000,4000
2002/03/11,3034,novatek,1488,8150,431.50,0,9000
2002/03/11,3034,novatek,1489,8150,432.00,0,1000
2002/03/11,3034,novatek,1490,8151,427.50,0,1000
2002/03/11,3034,novatek,1491,8151,430.00,0,30
2002/03/11,3034,novatek,1492,8151,431.50,0,1000
2002/03/11,3034,novatek,1493,8152,422.00,5000,0
2002/03/11,3034,novatek,1494,8152,428.50,0,1
2002/03/11,3034,novatek,1495,8152,429.50,0,35
2002/03/11,3034,novatek,1496,8152,430.00,0,95
2002/03/11,3034,novatek,1497,8152,430.50,0,1000
2002/03/11,3034,novatek,1498,8152,431.00,0,1000
2002/03/11,3034,novatek,1499,8152,431.50,0,5000
2002/03/11,3034,novatek,1500,8156,422.00,0,2000
2002/03/11,3034,novatek,1501,8156,423.50,0,1000
2002/03/11,3034,novatek,1502,8156,425.50,1000,0
2002/03/11,3034,novatek,1503,8156,427.50,0,1000
2002/03/11,3034,novatek,1504,8156,428.00,150,63
2002/03/11,3034,novatek,1505,8156,429.00,0,1093
2002/03/11,3034,novatek,1506,8156,429.50,0,157
2002/03/11,3034,novatek,1507,8156,430.00,0,5000
2002/03/11,3034,novatek,1508,8156,430.50,1000,0
2002/03/11,3034,novatek,1509,8156,431.50,2000,0
2002/03/11,3034,novatek,1510,8156,432.00,0,1000
2002/03/11,3034,novatek,1511,8157,426.00,0,1000
2002/03/11,3034,novatek,1512,8157,428.50,0,1000
2002/03/11,3034,novatek,1513,8157,429.00,0,1000
2002/03/11,3034,novatek,1514,8157,429.50,0,100
2002/03/11,3034,novatek,1515,8157,430.00,0,100
2002/03/11,3034,novatek,1516,8157,431.00,0,1000
2002/03/11,3034,novatek,1517,8158,429.00,1000,0
2002/03/11,3034,novatek,1518,8158,429.50,5,0
2002/03/11,3034,novatek,1519,8159,421.00,1000,0
2002/03/11,3034,novatek,1520,8159,422.00,1000,1000
2002/03/11,3034,novatek,1521,8159,424.00,0,2000
2002/03/11,3034,novatek,1522,8159,425.00,0,1001
2002/03/11,3034,novatek,1523,8159,426.50,0,3000
2002/03/11,3034,novatek,1524,8159,428.00,0,100
2002/03/11,3034,novatek,1525,8159,428.50,0,20
2002/03/11,3034,novatek,1526,8159,429.50,0,1000
2002/03/11,3034,novatek,1527,8159,430.00,0,2000
2002/03/11,3034,novatek,1528,8159,431.50,0,1000
2002/03/11,3034,novatek,1529,815A,422.00,1000,0
2002/03/11,3034,novatek,1530,815A,422.50,0,1000
2002/03/11,3034,novatek,1531,815A,423.00,0,1000
2002/03/11,3034,novatek,1532,815A,425.50,1000,0
2002/03/11,3034,novatek,1533,815A,426.50,1000,0
